lead_variant	distance	gene	chrom	start	end	extreme_pLI	brain_enriched_expression	neurodevelopmental_disorder	PsyOPS_score
rs28737311	380382	TMEM120B	chr12	122150658	122220907	False	True	False	0.18417932089927608
rs28737311	386712	RSRC2	chr12	122988001	123011547	True	False	False	0.19992279194894153
rs28737311	410504	KNTC1	chr12	123011793	123110943	False	False	False	0.07941700607638068
rs28737311	490752	MORN3	chr12	122086648	122110537	False	False	False	0.07941700607638068
rs28430881	0	MLXIP	chr12	122516628	122631894	False	False	False	0.07941700607638068
rs28430881	49386	LRRC43	chr12	122652285	122688018	False	False	False	0.07941700607638068
rs28430881	53677	IL31	chr12	122656576	122658768	False	False	False	0.07941700607638068
rs28430881	85329	B3GNT4	chr12	122688228	122693499	False	True	False	0.18417932089927608
rs28430881	89310	ENSG00000284934	chr12	122692209	122712081	False	False	False	0.07941700607638068
rs28430881	89311	DIABLO	chr12	122692210	122712003	False	False	False	0.07941700607638068
rs28430881	102949	BCL7A	chr12	122457328	122499950	False	False	False	0.07941700607638068
rs28430881	111212	VPS33A	chr12	122714111	122751041	False	False	False	0.07941700607638068
rs28430881	153080	CLIP1	chr12	122755979	122907216	False	False	False	0.07941700607638068
rs28430881	161066	CFAP251	chr12	122356498	122441833	False	False	False	0.07941700607638068
rs28430881	246696	PSMD9	chr12	122326638	122356203	False	False	False	0.07941700607638068
rs28430881	301397	HPD	chr12	122277433	122301502	False	False	True	0.250809743883001
rs28430881	332337	SETD1B	chr12	122241915	122270562	True	False	True	0.4923054434773201
rs28430881	353247	ZCCHC8	chr12	122956146	122985620	False	False	False	0.07941700607638068
rs28430881	361590	RHOF	chr12	122215660	122241309	False	False	False	0.07941700607638068
rs28430881	381992	TMEM120B	chr12	122150658	122220907	False	True	False	0.18417932089927608
rs28430881	385102	RSRC2	chr12	122988001	123011547	True	False	False	0.19992279194894153
rs28430881	408894	KNTC1	chr12	123011793	123110943	False	False	False	0.07941700607638068
rs28430881	492362	MORN3	chr12	122086648	122110537	False	False	False	0.07941700607638068
rs28478717	0	MLXIP	chr12	122516628	122631894	False	False	False	0.07941700607638068
rs28478717	49346	LRRC43	chr12	122652285	122688018	False	False	False	0.07941700607638068
rs28478717	53637	IL31	chr12	122656576	122658768	False	False	False	0.07941700607638068
rs28478717	85289	B3GNT4	chr12	122688228	122693499	False	True	False	0.18417932089927608
rs28478717	89270	ENSG00000284934	chr12	122692209	122712081	False	False	False	0.07941700607638068
rs28478717	89271	DIABLO	chr12	122692210	122712003	False	False	False	0.07941700607638068
rs28478717	102989	BCL7A	chr12	122457328	122499950	False	False	False	0.07941700607638068
rs28478717	111172	VPS33A	chr12	122714111	122751041	False	False	False	0.07941700607638068
rs28478717	153040	CLIP1	chr12	122755979	122907216	False	False	False	0.07941700607638068
rs28478717	161106	CFAP251	chr12	122356498	122441833	False	False	False	0.07941700607638068
rs28478717	246736	PSMD9	chr12	122326638	122356203	False	False	False	0.07941700607638068
rs28478717	301437	HPD	chr12	122277433	122301502	False	False	True	0.250809743883001
rs28478717	332377	SETD1B	chr12	122241915	122270562	True	False	True	0.4923054434773201
rs28478717	353207	ZCCHC8	chr12	122956146	122985620	False	False	False	0.07941700607638068
rs28478717	361630	RHOF	chr12	122215660	122241309	False	False	False	0.07941700607638068
rs28478717	382032	TMEM120B	chr12	122150658	122220907	False	True	False	0.18417932089927608
rs28478717	385062	RSRC2	chr12	122988001	123011547	True	False	False	0.19992279194894153
rs28478717	408854	KNTC1	chr12	123011793	123110943	False	False	False	0.07941700607638068
rs28478717	492402	MORN3	chr12	122086648	122110537	False	False	False	0.07941700607638068
rs4758686	0	MLXIP	chr12	122516628	122631894	False	False	False	0.07941700607638068
rs4758686	29285	LRRC43	chr12	122652285	122688018	False	False	False	0.07941700607638068
rs4758686	33576	IL31	chr12	122656576	122658768	False	False	False	0.07941700607638068
rs4758686	65228	B3GNT4	chr12	122688228	122693499	False	True	False	0.18417932089927608
rs4758686	69209	ENSG00000284934	chr12	122692209	122712081	False	False	False	0.07941700607638068
rs4758686	69210	DIABLO	chr12	122692210	122712003	False	False	False	0.07941700607638068
rs4758686	91111	VPS33A	chr12	122714111	122751041	False	False	False	0.07941700607638068
rs4758686	123050	BCL7A	chr12	122457328	122499950	False	False	False	0.07941700607638068
rs4758686	132979	CLIP1	chr12	122755979	122907216	False	False	False	0.07941700607638068
rs4758686	181167	CFAP251	chr12	122356498	122441833	False	False	False	0.07941700607638068
rs4758686	266797	PSMD9	chr12	122326638	122356203	False	False	False	0.07941700607638068
rs4758686	321498	HPD	chr12	122277433	122301502	False	False	True	0.250809743883001
rs4758686	333146	ZCCHC8	chr12	122956146	122985620	False	False	False	0.07941700607638068
rs4758686	352438	SETD1B	chr12	122241915	122270562	True	False	True	0.4923054434773201
rs4758686	365001	RSRC2	chr12	122988001	123011547	True	False	False	0.19992279194894153
rs4758686	381691	RHOF	chr12	122215660	122241309	False	False	False	0.07941700607638068
rs4758686	388793	KNTC1	chr12	123011793	123110943	False	False	False	0.07941700607638068
rs4758686	402093	TMEM120B	chr12	122150658	122220907	False	True	False	0.18417932089927608
rs4930706	0	CCDC92	chr12	124403207	124457378	False	False	False	0.07941700607638068
rs4930706	0	DNAH10	chr12	124246735	124420267	False	True	True	0.46697604737350357
rs4930706	39054	ZNF664	chr12	124456392	124499986	False	False	False	0.07941700607638068
rs4930706	40450	RFLNA	chr12	124457788	124800570	False	False	False	0.07941700607638068
rs4930706	171036	ATP6V0A2	chr12	124196900	124246302	False	False	True	0.250809743883001
rs4930706	224392	TCTN2	chr12	124155657	124192946	False	False	False	0.07941700607638068
rs4930706	270187	GTF2H3	chr12	124118286	124147151	False	False	False	0.07941700607638068
rs4930706	299025	EIF2B1	chr12	124104953	124118313	False	False	False	0.07941700607638068
rs4930706	311848	DDX55	chr12	124086624	124105490	False	False	False	0.07941700607638068
rs4930706	334209	TMED2	chr12	124069080	124083129	False	False	False	0.07941700607638068
rs4930706	391623	NCOR2	chr12	124808961	125052135	True	False	False	0.19992279194894153
rs4930706	399072	RILPL1	chr12	123954601	124018266	False	True	False	0.18417932089927608
rs4930706	459637	SNRNP35	chr12	123942635	123957701	False	False	False	0.07941700607638068
rs4930706	496107	RILPL2	chr12	123899586	123921231	False	False	False	0.07941700607638068
rs4930707	0	CCDC92	chr12	124403207	124457378	False	False	False	0.07941700607638068
rs4930707	0	DNAH10	chr12	124246735	124420267	False	True	True	0.46697604737350357
rs4930707	39053	ZNF664	chr12	124456392	124499986	False	False	False	0.07941700607638068
rs4930707	40449	RFLNA	chr12	124457788	124800570	False	False	False	0.07941700607638068
rs4930707	171037	ATP6V0A2	chr12	124196900	124246302	False	False	True	0.250809743883001
rs4930707	224393	TCTN2	chr12	124155657	124192946	False	False	False	0.07941700607638068
rs4930707	270188	GTF2H3	chr12	124118286	124147151	False	False	False	0.07941700607638068
rs4930707	299026	EIF2B1	chr12	124104953	124118313	False	False	False	0.07941700607638068
rs4930707	311849	DDX55	chr12	124086624	124105490	False	False	False	0.07941700607638068
rs4930707	334210	TMED2	chr12	124069080	124083129	False	False	False	0.07941700607638068
rs4930707	391622	NCOR2	chr12	124808961	125052135	True	False	False	0.19992279194894153
rs4930707	399073	RILPL1	chr12	123954601	124018266	False	True	False	0.18417932089927608
rs4930707	459638	SNRNP35	chr12	123942635	123957701	False	False	False	0.07941700607638068
rs4930707	496108	RILPL2	chr12	123899586	123921231	False	False	False	0.07941700607638068
rs11057399	0	CCDC92	chr12	124403207	124457378	False	False	False	0.07941700607638068
rs11057399	4811	DNAH10	chr12	124246735	124420267	False	True	True	0.46697604737350357
rs11057399	31314	ZNF664	chr12	124456392	124499986	False	False	False	0.07941700607638068
rs11057399	32710	RFLNA	chr12	124457788	124800570	False	False	False	0.07941700607638068
rs11057399	178776	ATP6V0A2	chr12	124196900	124246302	False	False	True	0.250809743883001
rs11057399	232132	TCTN2	chr12	124155657	124192946	False	False	False	0.07941700607638068
rs11057399	277927	GTF2H3	chr12	124118286	124147151	False	False	False	0.07941700607638068
rs11057399	306765	EIF2B1	chr12	124104953	124118313	False	False	False	0.07941700607638068
rs11057399	319588	DDX55	chr12	124086624	124105490	False	False	False	0.07941700607638068
rs11057399	341949	TMED2	chr12	124069080	124083129	False	False	False	0.07941700607638068
rs11057399	383883	NCOR2	chr12	124808961	125052135	True	False	False	0.19992279194894153
rs11057399	406812	RILPL1	chr12	123954601	124018266	False	True	False	0.18417932089927608
rs11057399	467377	SNRNP35	chr12	123942635	123957701	False	False	False	0.07941700607638068
rs7131882	0	CCDC92	chr12	124403207	124457378	False	False	False	0.07941700607638068
rs7131882	6469	DNAH10	chr12	124246735	124420267	False	True	True	0.46697604737350357
rs7131882	29656	ZNF664	chr12	124456392	124499986	False	False	False	0.07941700607638068
rs7131882	31052	RFLNA	chr12	124457788	124800570	False	False	False	0.07941700607638068
rs7131882	180434	ATP6V0A2	chr12	124196900	124246302	False	False	True	0.250809743883001
rs7131882	233790	TCTN2	chr12	124155657	124192946	False	False	False	0.07941700607638068
rs7131882	279585	GTF2H3	chr12	124118286	124147151	False	False	False	0.07941700607638068
rs7131882	308423	EIF2B1	chr12	124104953	124118313	False	False	False	0.07941700607638068
rs7131882	321246	DDX55	chr12	124086624	124105490	False	False	False	0.07941700607638068
rs7131882	343607	TMED2	chr12	124069080	124083129	False	False	False	0.07941700607638068
rs7131882	382225	NCOR2	chr12	124808961	125052135	True	False	False	0.19992279194894153
rs7131882	408470	RILPL1	chr12	123954601	124018266	False	True	False	0.18417932089927608
rs7131882	469035	SNRNP35	chr12	123942635	123957701	False	False	False	0.07941700607638068
rs7312404	0	CCDC92	chr12	124403207	124457378	False	False	False	0.07941700607638068
rs7312404	9664	ZNF664	chr12	124456392	124499986	False	False	False	0.07941700607638068
rs7312404	11060	RFLNA	chr12	124457788	124800570	False	False	False	0.07941700607638068
rs7312404	26461	DNAH10	chr12	124246735	124420267	False	True	True	0.46697604737350357
rs7312404	200426	ATP6V0A2	chr12	124196900	124246302	False	False	True	0.250809743883001
rs7312404	253782	TCTN2	chr12	124155657	124192946	False	False	False	0.07941700607638068
rs7312404	299577	GTF2H3	chr12	124118286	124147151	False	False	False	0.07941700607638068
rs7312404	328415	EIF2B1	chr12	124104953	124118313	False	False	False	0.07941700607638068
rs7312404	341238	DDX55	chr12	124086624	124105490	False	False	False	0.07941700607638068
rs7312404	362233	NCOR2	chr12	124808961	125052135	True	False	False	0.19992279194894153
rs7312404	363599	TMED2	chr12	124069080	124083129	False	False	False	0.07941700607638068
rs7312404	428462	RILPL1	chr12	123954601	124018266	False	True	False	0.18417932089927608
rs7312404	489027	SNRNP35	chr12	123942635	123957701	False	False	False	0.07941700607638068
rs7975482	0	ZNF664	chr12	124456392	124499986	False	False	False	0.07941700607638068
rs7975482	0	RFLNA	chr12	124457788	124800570	False	False	False	0.07941700607638068
rs7975482	24312	CCDC92	chr12	124403207	124457378	False	False	False	0.07941700607638068
rs7975482	61423	DNAH10	chr12	124246735	124420267	False	True	True	0.46697604737350357
rs7975482	235388	ATP6V0A2	chr12	124196900	124246302	False	False	True	0.250809743883001
rs7975482	288744	TCTN2	chr12	124155657	124192946	False	False	False	0.07941700607638068
rs7975482	327271	NCOR2	chr12	124808961	125052135	True	False	False	0.19992279194894153
rs7975482	334539	GTF2H3	chr12	124118286	124147151	False	False	False	0.07941700607638068
rs7975482	363377	EIF2B1	chr12	124104953	124118313	False	False	False	0.07941700607638068
rs7975482	376200	DDX55	chr12	124086624	124105490	False	False	False	0.07941700607638068
rs7975482	398561	TMED2	chr12	124069080	124083129	False	False	False	0.07941700607638068
rs7975482	463424	RILPL1	chr12	123954601	124018266	False	True	False	0.18417932089927608
rs12303933	0	ZNF664	chr12	124456392	124499986	False	False	False	0.07941700607638068
rs12303933	0	RFLNA	chr12	124457788	124800570	False	False	False	0.07941700607638068
rs12303933	24878	CCDC92	chr12	124403207	124457378	False	False	False	0.07941700607638068
rs12303933	61989	DNAH10	chr12	124246735	124420267	False	True	True	0.46697604737350357
rs12303933	235954	ATP6V0A2	chr12	124196900	124246302	False	False	True	0.250809743883001
rs12303933	289310	TCTN2	chr12	124155657	124192946	False	False	False	0.07941700607638068
rs12303933	326705	NCOR2	chr12	124808961	125052135	True	False	False	0.19992279194894153
rs12303933	335105	GTF2H3	chr12	124118286	124147151	False	False	False	0.07941700607638068
rs12303933	363943	EIF2B1	chr12	124104953	124118313	False	False	False	0.07941700607638068
rs12303933	376766	DDX55	chr12	124086624	124105490	False	False	False	0.07941700607638068
rs12303933	399127	TMED2	chr12	124069080	124083129	False	False	False	0.07941700607638068
rs12303933	463990	RILPL1	chr12	123954601	124018266	False	True	False	0.18417932089927608
rs2130382	0	ZNF664	chr12	124456392	124499986	False	False	False	0.07941700607638068
rs2130382	0	RFLNA	chr12	124457788	124800570	False	False	False	0.07941700607638068
rs2130382	27265	CCDC92	chr12	124403207	124457378	False	False	False	0.07941700607638068
rs2130382	64376	DNAH10	chr12	124246735	124420267	False	True	True	0.46697604737350357
rs2130382	238341	ATP6V0A2	chr12	124196900	124246302	False	False	True	0.250809743883001
rs2130382	291697	TCTN2	chr12	124155657	124192946	False	False	False	0.07941700607638068
rs2130382	324318	NCOR2	chr12	124808961	125052135	True	False	False	0.19992279194894153
rs2130382	337492	GTF2H3	chr12	124118286	124147151	False	False	False	0.07941700607638068
rs2130382	366330	EIF2B1	chr12	124104953	124118313	False	False	False	0.07941700607638068
rs2130382	379153	DDX55	chr12	124086624	124105490	False	False	False	0.07941700607638068
rs2130382	401514	TMED2	chr12	124069080	124083129	False	False	False	0.07941700607638068
rs2130382	466377	RILPL1	chr12	123954601	124018266	False	True	False	0.18417932089927608
rs1187415	0	ZNF664	chr12	124456392	124499986	False	False	False	0.07941700607638068
rs1187415	0	RFLNA	chr12	124457788	124800570	False	False	False	0.07941700607638068
rs1187415	34151	CCDC92	chr12	124403207	124457378	False	False	False	0.07941700607638068
rs1187415	71262	DNAH10	chr12	124246735	124420267	False	True	True	0.46697604737350357
rs1187415	245227	ATP6V0A2	chr12	124196900	124246302	False	False	True	0.250809743883001
rs1187415	298583	TCTN2	chr12	124155657	124192946	False	False	False	0.07941700607638068
rs1187415	317432	NCOR2	chr12	124808961	125052135	True	False	False	0.19992279194894153
rs1187415	344378	GTF2H3	chr12	124118286	124147151	False	False	False	0.07941700607638068
rs1187415	373216	EIF2B1	chr12	124104953	124118313	False	False	False	0.07941700607638068
rs1187415	386039	DDX55	chr12	124086624	124105490	False	False	False	0.07941700607638068
rs1187415	408400	TMED2	chr12	124069080	124083129	False	False	False	0.07941700607638068
rs1187415	473263	RILPL1	chr12	123954601	124018266	False	True	False	0.18417932089927608
rs12303671	0	ZNF664	chr12	124456392	124499986	False	False	False	0.07941700607638068
rs12303671	0	RFLNA	chr12	124457788	124800570	False	False	False	0.07941700607638068
rs12303671	35232	CCDC92	chr12	124403207	124457378	False	False	False	0.07941700607638068
rs12303671	72343	DNAH10	chr12	124246735	124420267	False	True	True	0.46697604737350357
rs12303671	246308	ATP6V0A2	chr12	124196900	124246302	False	False	True	0.250809743883001
rs12303671	299664	TCTN2	chr12	124155657	124192946	False	False	False	0.07941700607638068
rs12303671	316351	NCOR2	chr12	124808961	125052135	True	False	False	0.19992279194894153
rs12303671	345459	GTF2H3	chr12	124118286	124147151	False	False	False	0.07941700607638068
rs12303671	374297	EIF2B1	chr12	124104953	124118313	False	False	False	0.07941700607638068
rs12303671	387120	DDX55	chr12	124086624	124105490	False	False	False	0.07941700607638068
rs12303671	409481	TMED2	chr12	124069080	124083129	False	False	False	0.07941700607638068
rs12303671	474344	RILPL1	chr12	123954601	124018266	False	True	False	0.18417932089927608
rs61955521	0	TRPC4	chr13	38206200	38443939	False	False	False	0.07975949276975945
rs61955521	152153	POSTN	chr13	38136720	38172981	False	False	False	0.07975949276975945
rs9576493	102482	UFM1	chr13	38923986	38937756	False	False	False	0.07975949276975945
rs9576493	377565	TRPC4	chr13	38206200	38443939	False	False	False	0.07975949276975945
rs9576493	439710	FREM2	chr13	39261214	39461268	False	False	False	0.07975949276975945
rs9576494	102016	UFM1	chr13	38923986	38937756	False	False	False	0.07975949276975945
rs9576494	378031	TRPC4	chr13	38206200	38443939	False	False	False	0.07975949276975945
rs9576494	439244	FREM2	chr13	39261214	39461268	False	False	False	0.07975949276975945
rs17263011	11727	PCDH17	chr13	58205878	58303445	False	True	False	0.17309489246776882
rs139631958	11895	PCDH17	chr13	58205878	58303445	False	True	False	0.17309489246776882
rs12430879	31561	PCDH17	chr13	58205878	58303445	False	True	False	0.17309489246776882
rs7981226	49598	PCDH17	chr13	58205878	58303445	False	True	False	0.17309489246776882
rs1326531	267094	PCDH17	chr13	58205878	58303445	False	True	False	0.17309489246776882
rs986833	267327	PCDH17	chr13	58205878	58303445	False	True	False	0.17309489246776882
rs9563569	267762	PCDH17	chr13	58205878	58303445	False	True	False	0.17309489246776882
rs9563570	275091	PCDH17	chr13	58205878	58303445	False	True	False	0.17309489246776882
rs9569800	276065	PCDH17	chr13	58205878	58303445	False	True	False	0.17309489246776882
rs2321387	385895	PCDH17	chr13	58205878	58303445	False	True	False	0.17309489246776882
rs4326946	386076	PCDH17	chr13	58205878	58303445	False	True	False	0.17309489246776882
rs9537955	437165	PCDH17	chr13	58205878	58303445	False	True	False	0.17309489246776882
rs17276133	462927	PCDH17	chr13	58205878	58303445	False	True	False	0.17309489246776882
rs9635027	16286	RBM26	chr13	79885959	79980612	True	False	False	0.20195686956646844
rs9635027	185586	NDFIP2	chr13	80055259	80130212	False	False	False	0.07975949276975945
rs9545053	15745	RBM26	chr13	79885959	79980612	True	False	False	0.20195686956646844
rs9545053	185045	NDFIP2	chr13	80055259	80130212	False	False	False	0.07975949276975945
rs9545078	0	RBM26	chr13	79885959	79980612	True	False	False	0.20195686956646844
rs9545078	141908	NDFIP2	chr13	80055259	80130212	False	False	False	0.07975949276975945
rs314692	26614	RBM26	chr13	79885959	79980612	True	False	False	0.20195686956646844
rs314692	48033	NDFIP2	chr13	80055259	80130212	False	False	False	0.07975949276975945
rs9565500	26939	RBM26	chr13	79885959	79980612	True	False	False	0.20195686956646844
rs9565500	47708	NDFIP2	chr13	80055259	80130212	False	False	False	0.07975949276975945
rs1213180	264478	FOXG1	chr14	29235993	29239483	False	True	True	0.41859541107370407
rs1209175	264872	FOXG1	chr14	29235993	29239483	False	True	True	0.41859541107370407
rs1209174	264917	FOXG1	chr14	29235993	29239483	False	True	True	0.41859541107370407
rs36408	41871	RGS6	chr14	72399146	73033238	False	True	False	0.1666267279734816
rs36408	149329	SIPA1L1	chr14	71787166	72207946	True	False	False	0.2097587942964269
rs36373	24528	RGS6	chr14	72399146	73033238	False	True	False	0.1666267279734816
rs36373	166672	SIPA1L1	chr14	71787166	72207946	True	False	False	0.2097587942964269
rs72734102	0	RGS6	chr14	72399146	73033238	False	True	False	0.1666267279734816
rs72734102	202053	SIPA1L1	chr14	71787166	72207946	True	False	False	0.2097587942964269
rs11158920	0	RGS6	chr14	72399146	73033238	False	True	False	0.1666267279734816
rs11158920	207865	SIPA1L1	chr14	71787166	72207946	True	False	False	0.2097587942964269
rs2877774	0	RGS6	chr14	72399146	73033238	False	True	False	0.1666267279734816
rs2877774	232669	SIPA1L1	chr14	71787166	72207946	True	False	False	0.2097587942964269
rs34053174	0	BCL11B	chr14	99635624	99738534	False	True	True	0.41859541107370407
rs34053174	141795	SETD3	chr14	99864085	99947226	False	False	False	0.07745976234960553
rs34053174	225216	CCNK	chr14	99947506	100001381	True	False	False	0.2097587942964269
rs34053174	244237	CCDC85C	chr14	99966527	100070544	False	False	False	0.07745976234960553
rs34053174	389176	HHIPL1	chr14	100111466	100146906	False	True	False	0.1666267279734816
rs34053174	428345	CYP46A1	chr14	100150635	100193638	False	True	False	0.1666267279734816
rs34053174	481740	EML1	chr14	100204030	100408397	True	False	False	0.2097587942964269
rs57746378	76125	EIF5	chr14	103799881	103811362	False	False	False	0.07745976234960553
rs57746378	119980	TNFAIP2	chr14	103587813	103603776	False	False	False	0.07745976234960553
rs57746378	127958	MARK3	chr14	103851714	103970168	False	False	False	0.07745976234960553
rs57746378	146860	EXOC3L4	chr14	103561062	103576896	False	False	False	0.07745976234960553
rs57746378	167392	LBHD2	chr14	103550547	103556364	False	True	False	0.1666267279734816
rs57746378	199870	CDC42BPB	chr14	103398717	103523886	True	False	True	0.4887028016345366
rs57746378	262248	CKB	chr14	103986004	103989170	False	True	False	0.1666267279734816
rs57746378	271777	TRMT61A	chr14	103995533	104003410	False	False	False	0.07745976234960553
rs57746378	299126	BAG5	chr14	104022882	104028994	False	False	False	0.07745976234960553
rs57746378	304477	KLC1	chr14	104028233	104180586	False	True	False	0.1666267279734816
rs57746378	305541	COA8	chr14	104029297	104073860	False	False	False	0.07745976234960553
rs57746378	323823	AMN	chr14	103389000	103399933	False	False	False	0.07745976234960553
rs57746378	345919	TRAF3	chr14	103243786	103377837	True	False	False	0.2097587942964269
rs57746378	440190	XRCC3	chr14	104163946	104181841	False	False	False	0.07745976234960553
rs57746378	458311	ZFYVE21	chr14	104182067	104200005	False	False	False	0.07745976234960553
rs57746378	475776	PPP1R13B	chr14	104199532	104313912	True	False	False	0.2097587942964269
rs34265081	31406	EIF5	chr14	103799881	103811362	False	False	False	0.07745976234960553
rs34265081	83239	MARK3	chr14	103851714	103970168	False	False	False	0.07745976234960553
rs34265081	164699	TNFAIP2	chr14	103587813	103603776	False	False	False	0.07745976234960553
rs34265081	191579	EXOC3L4	chr14	103561062	103576896	False	False	False	0.07745976234960553
rs34265081	212111	LBHD2	chr14	103550547	103556364	False	True	False	0.1666267279734816
rs34265081	217529	CKB	chr14	103986004	103989170	False	True	False	0.1666267279734816
rs34265081	227058	TRMT61A	chr14	103995533	104003410	False	False	False	0.07745976234960553
rs34265081	244589	CDC42BPB	chr14	103398717	103523886	True	False	True	0.4887028016345366
rs34265081	254407	BAG5	chr14	104022882	104028994	False	False	False	0.07745976234960553
rs34265081	259758	KLC1	chr14	104028233	104180586	False	True	False	0.1666267279734816
rs34265081	260822	COA8	chr14	104029297	104073860	False	False	False	0.07745976234960553
rs34265081	368542	AMN	chr14	103389000	103399933	False	False	False	0.07745976234960553
rs34265081	390638	TRAF3	chr14	103243786	103377837	True	False	False	0.2097587942964269
rs34265081	395471	XRCC3	chr14	104163946	104181841	False	False	False	0.07745976234960553
rs34265081	413592	ZFYVE21	chr14	104182067	104200005	False	False	False	0.07745976234960553
rs34265081	431057	PPP1R13B	chr14	104199532	104313912	True	False	False	0.2097587942964269
rs8023039	22275	EIF5	chr14	103799881	103811362	False	False	False	0.07745976234960553
rs8023039	74108	MARK3	chr14	103851714	103970168	False	False	False	0.07745976234960553
rs8023039	173830	TNFAIP2	chr14	103587813	103603776	False	False	False	0.07745976234960553
rs8023039	200710	EXOC3L4	chr14	103561062	103576896	False	False	False	0.07745976234960553
rs8023039	208398	CKB	chr14	103986004	103989170	False	True	False	0.1666267279734816
rs8023039	217927	TRMT61A	chr14	103995533	104003410	False	False	False	0.07745976234960553
rs8023039	221242	LBHD2	chr14	103550547	103556364	False	True	False	0.1666267279734816
rs8023039	245276	BAG5	chr14	104022882	104028994	False	False	False	0.07745976234960553
rs8023039	250627	KLC1	chr14	104028233	104180586	False	True	False	0.1666267279734816
rs8023039	251691	COA8	chr14	104029297	104073860	False	False	False	0.07745976234960553
rs8023039	253720	CDC42BPB	chr14	103398717	103523886	True	False	True	0.4887028016345366
rs8023039	377673	AMN	chr14	103389000	103399933	False	False	False	0.07745976234960553
rs8023039	386340	XRCC3	chr14	104163946	104181841	False	False	False	0.07745976234960553
rs8023039	399769	TRAF3	chr14	103243786	103377837	True	False	False	0.2097587942964269
rs8023039	404461	ZFYVE21	chr14	104182067	104200005	False	False	False	0.07745976234960553
rs8023039	421926	PPP1R13B	chr14	104199532	104313912	True	False	False	0.2097587942964269
rs7145527	21579	EIF5	chr14	103799881	103811362	False	False	False	0.07745976234960553
rs7145527	73412	MARK3	chr14	103851714	103970168	False	False	False	0.07745976234960553
rs7145527	174526	TNFAIP2	chr14	103587813	103603776	False	False	False	0.07745976234960553
rs7145527	201406	EXOC3L4	chr14	103561062	103576896	False	False	False	0.07745976234960553
rs7145527	207702	CKB	chr14	103986004	103989170	False	True	False	0.1666267279734816
rs7145527	217231	TRMT61A	chr14	103995533	104003410	False	False	False	0.07745976234960553
rs7145527	221938	LBHD2	chr14	103550547	103556364	False	True	False	0.1666267279734816
rs7145527	244580	BAG5	chr14	104022882	104028994	False	False	False	0.07745976234960553
rs7145527	249931	KLC1	chr14	104028233	104180586	False	True	False	0.1666267279734816
rs7145527	250995	COA8	chr14	104029297	104073860	False	False	False	0.07745976234960553
rs7145527	254416	CDC42BPB	chr14	103398717	103523886	True	False	True	0.4887028016345366
rs7145527	378369	AMN	chr14	103389000	103399933	False	False	False	0.07745976234960553
rs7145527	385644	XRCC3	chr14	104163946	104181841	False	False	False	0.07745976234960553
rs7145527	400465	TRAF3	chr14	103243786	103377837	True	False	False	0.2097587942964269
rs7145527	403765	ZFYVE21	chr14	104182067	104200005	False	False	False	0.07745976234960553
rs7145527	421230	PPP1R13B	chr14	104199532	104313912	True	False	False	0.2097587942964269
rs7145682	21515	EIF5	chr14	103799881	103811362	False	False	False	0.07745976234960553
rs7145682	73348	MARK3	chr14	103851714	103970168	False	False	False	0.07745976234960553
rs7145682	174590	TNFAIP2	chr14	103587813	103603776	False	False	False	0.07745976234960553
rs7145682	201470	EXOC3L4	chr14	103561062	103576896	False	False	False	0.07745976234960553
rs7145682	207638	CKB	chr14	103986004	103989170	False	True	False	0.1666267279734816
rs7145682	217167	TRMT61A	chr14	103995533	104003410	False	False	False	0.07745976234960553
rs7145682	222002	LBHD2	chr14	103550547	103556364	False	True	False	0.1666267279734816
rs7145682	244516	BAG5	chr14	104022882	104028994	False	False	False	0.07745976234960553
rs7145682	249867	KLC1	chr14	104028233	104180586	False	True	False	0.1666267279734816
rs7145682	250931	COA8	chr14	104029297	104073860	False	False	False	0.07745976234960553
rs7145682	254480	CDC42BPB	chr14	103398717	103523886	True	False	True	0.4887028016345366
rs7145682	378433	AMN	chr14	103389000	103399933	False	False	False	0.07745976234960553
rs7145682	385580	XRCC3	chr14	104163946	104181841	False	False	False	0.07745976234960553
rs7145682	400529	TRAF3	chr14	103243786	103377837	True	False	False	0.2097587942964269
rs7145682	403701	ZFYVE21	chr14	104182067	104200005	False	False	False	0.07745976234960553
rs7145682	421166	PPP1R13B	chr14	104199532	104313912	True	False	False	0.2097587942964269
rs17677788	7183	EIF5	chr14	103799881	103811362	False	False	False	0.07745976234960553
rs17677788	59016	MARK3	chr14	103851714	103970168	False	False	False	0.07745976234960553
rs17677788	188922	TNFAIP2	chr14	103587813	103603776	False	False	False	0.07745976234960553
rs17677788	193306	CKB	chr14	103986004	103989170	False	True	False	0.1666267279734816
rs17677788	202835	TRMT61A	chr14	103995533	104003410	False	False	False	0.07745976234960553
rs17677788	215802	EXOC3L4	chr14	103561062	103576896	False	False	False	0.07745976234960553
rs17677788	230184	BAG5	chr14	104022882	104028994	False	False	False	0.07745976234960553
rs17677788	235535	KLC1	chr14	104028233	104180586	False	True	False	0.1666267279734816
rs17677788	236334	LBHD2	chr14	103550547	103556364	False	True	False	0.1666267279734816
rs17677788	236599	COA8	chr14	104029297	104073860	False	False	False	0.07745976234960553
rs17677788	268812	CDC42BPB	chr14	103398717	103523886	True	False	True	0.4887028016345366
rs17677788	371248	XRCC3	chr14	104163946	104181841	False	False	False	0.07745976234960553
rs17677788	389369	ZFYVE21	chr14	104182067	104200005	False	False	False	0.07745976234960553
rs17677788	392765	AMN	chr14	103389000	103399933	False	False	False	0.07745976234960553
